ردیف,نام,نام خانوادگی,کد ملی,نوع مقصد,شماره حساب یا شماره کارت,مبلغ واریزی (ریال),شماره پیگیری,تاریخ پرداخت,توضیحات
587,فاطمه,عباسی,5675696679,شماره حساب,85329018848191,25000000,TRX140500587,2026-06-09 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
588,یگانه,نوری,2714035701,شماره کارت,6277607889789876,80000000,TRX140500588,2026-06-18 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
589,رضا,رحیمی,9625575677,شماره کارت,6037701305901396,100000000,TRX140500589,2026-06-06 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
590,بهاره,معصومی,9967750261,شماره حساب,560048326839133498,30000000,TRX140500590,2026-06-13 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
591,شادی,زارعی,0013891812,شماره کارت,6037997576896055,7500000,TRX140500591,2026-06-07 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
592,محمد,سلیمانی,5351057816,شماره کارت,6037704670952960,40000000,TRX140500592,2026-06-12 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
593,بهاره,اکبری,9942610618,شماره حساب,95105098102462,40000000,TRX140500593,2026-06-19 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
594,بهاره,فلاحی,6980373171,شماره کارت,6219860236702362,35000000,TRX140500594,2026-06-03 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
595,مریم,بهشتی,9608981514,شماره حساب,8376550906263432,35000000,TRX140500595,2026-06-05 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
596,پرهام,نوری,4334345980,شماره کارت,6037998571412856,20000000,TRX140500596,2026-06-04 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
597,نوید,یوسفی,1344638155,شماره کارت,6219864528730842,50000000,TRX140500597,2026-06-22 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
598,بهاره,بهشتی,0310842530,شماره حساب,520622265546479368,60000000,TRX140500598,2026-06-27 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
599,رضا,فلاحی,4512750428,شماره کارت,5022295147695257,60000000,TRX140500599,2026-06-18 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
600,نرگس,قاسمی,6270117860,شماره کارت,6393468824412556,100000000,TRX140500600,2026-06-22 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
601,مریم,مرادی,6252276510,شماره کارت,6276483032836597,60000000,TRX140500601,2026-06-10 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
602,لیلا,جعفری,9722467352,شماره کارت,5022297961831893,12000000,TRX140500602,2026-06-05 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
603,رضا,یوسفی,0070956553,شماره حساب,320718040812106855,5000000,TRX140500603,2026-06-01 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
604,علی,کمالی,4208121491,شماره حساب,2187086394431071,60000000,TRX140500604,2026-06-14 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
605,محمد,موسوی,7608351586,شماره حساب,23514733355346,100000000,TRX140500605,2026-06-18 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
606,الهام,کمالی,1519656645,شماره حساب,4454227784771663,20000000,TRX140500606,2026-06-04 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
607,بهاره,نجفی,4077855276,شماره حساب,1468000056614562,35000000,TRX140500607,2026-06-02 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
608,نگار,حسینی,9447010822,شماره کارت,5892107467453208,7500000,TRX140500608,2026-06-02 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
609,لیلا,نوری,3918685292,شماره کارت,6393467361327292,7500000,TRX140500609,2026-06-13 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
610,زهرا,سلیمانی,6581422452,شماره کارت,6037994064010679,20000000,TRX140500610,2026-06-08 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
611,روناک,باقری,5070770071,شماره حساب,96464576392817,60000000,TRX140500611,2026-06-15 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
612,نوید,جعفری,5270721902,شماره حساب,4482298519277620,100000000,TRX140500612,2026-06-08 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
613,مریم,جعفری,6812398251,شماره کارت,6393469463524735,40000000,TRX140500613,2026-06-21 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
614,حسین,باقری,9721662429,شماره کارت,6037992358840322,30000000,TRX140500614,2026-06-06 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
615,یاسر,اکبری,0268738386,شماره حساب,618150359113400597,80000000,TRX140500615,2026-06-21 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
616,آرمان,بهرامی,9187386127,شماره کارت,6037996778448095,75000000,TRX140500616,2026-06-01 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
617,محمد,موسوی,2007988321,شماره کارت,6037994549282398,100000000,TRX140500617,2026-06-11 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
618,مریم,اکبری,7514529721,شماره حساب,47222258405791,25000000,TRX140500618,2026-06-13 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
619,مریم,عباسی,4724363940,شماره کارت,6219864427948537,20000000,TRX140500619,2026-06-14 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
620,کیان,زارعی,8432939129,شماره کارت,6279612800128392,80000000,TRX140500620,2026-06-17 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
621,پرهام,رضایی,1037289811,شماره کارت,6219863292314049,40000000,TRX140500621,2026-06-05 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
622,الهام,باقری,2865508528,شماره کارت,6393465709612417,100000000,TRX140500622,2026-06-19 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
623,فاطمه,رحیمی,4432975717,شماره حساب,6441278584338121,20000000,TRX140500623,2026-06-28 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
624,فاطمه,کریمی,4536115846,شماره کارت,6277601019512522,60000000,TRX140500624,2026-06-10 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
625,مریم,باقری,9936017552,شماره کارت,6277604138273406,50000000,TRX140500625,2026-06-23 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
626,الهام,فلاحی,9103875105,شماره کارت,5022297707614074,25000000,TRX140500626,2026-06-26 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
627,پرهام,باقری,0039811638,شماره کارت,6276482591045111,40000000,TRX140500627,2026-06-24 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
628,یاسر,کمالی,5428893001,شماره کارت,6219868218306755,20000000,TRX140500628,2026-06-07 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
629,مهدی,کریمی,7913719834,شماره کارت,6037992798235489,7500000,TRX140500629,2026-06-04 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
630,فرهاد,اکبری,2722017385,شماره حساب,9396047040456038,30000000,TRX140500630,2026-06-13 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
631,نگار,اکبری,0434649031,شماره کارت,6277606738000873,7500000,TRX140500631,2026-06-08 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
632,مریم,حسینی,0499036948,شماره حساب,51492804241518,15000000,TRX140500632,2026-06-22 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
633,فاطمه,معصومی,1100368035,شماره حساب,46156914531366,20000000,TRX140500633,2026-06-07 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
634,یگانه,معصومی,6983733657,شماره کارت,6104330576179066,7500000,TRX140500634,2026-06-21 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
635,سینا,موسوی,1578640296,شماره کارت,6219860802480633,40000000,TRX140500635,2026-06-25 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
636,یاسر,حسینی,0777127695,شماره حساب,59819465496947,10000000,TRX140500636,2026-06-22 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
637,یاسر,قاسمی,8899545332,شماره حساب,016223243443467623,30000000,TRX140500637,2026-06-18 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
638,پرهام,عباسی,5817616637,شماره حساب,28656250057322,12000000,TRX140500638,2026-06-23 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
639,یگانه,جعفری,8192704882,شماره کارت,6037992820810648,100000000,TRX140500639,2026-06-14 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
640,فرهاد,اسماعیلی,8386199202,شماره کارت,6037995803532170,50000000,TRX140500640,2026-06-02 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
641,سمیه,بهرامی,5524189417,شماره کارت,5892108033162034,10000000,TRX140500641,2026-06-16 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
642,فرهاد,اکبری,2227352558,شماره کارت,5892100892835164,30000000,TRX140500642,2026-06-04 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
643,نوید,سلیمانی,8359359555,شماره کارت,6276485487436617,80000000,TRX140500643,2026-06-13 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
644,نوید,زارعی,8197388997,شماره کارت,5022295626176860,7500000,TRX140500644,2026-06-17 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
645,فرهاد,رضایی,1033327697,شماره حساب,86872694405598,40000000,TRX140500645,2026-06-17 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
646,لیلا,معصومی,0171750020,شماره کارت,6279610882431155,60000000,TRX140500646,2026-06-27 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
647,سعید,نوری,5599704173,شماره کارت,6219864903587791,40000000,TRX140500647,2026-06-23 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
648,حامد,کریمی,6749547869,شماره کارت,5892109400960299,80000000,TRX140500648,2026-06-17 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
649,مریم,طاهری,3297516021,شماره کارت,6276485172508225,15000000,TRX140500649,2026-06-19 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
650,سعید,نوری,4083186844,شماره کارت,6393466399317044,15000000,TRX140500650,2026-06-07 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
651,مهدی,عباسی,3290623343,شماره کارت,6277603848665356,35000000,TRX140500651,2026-06-23 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
652,زهرا,رضایی,9481672298,شماره کارت,6037703175853186,80000000,TRX140500652,2026-06-16 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
653,رضا,باقری,7513199906,شماره حساب,2484256649696905,35000000,TRX140500653,2026-06-11 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
654,بهاره,بهرامی,4576482610,شماره کارت,6037705492058100,35000000,TRX140500654,2026-06-18 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
655,لیلا,ملکی,1759072079,شماره کارت,6277606649279855,5000000,TRX140500655,2026-06-17 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
656,کیان,اکبری,8047072374,شماره کارت,6279617207866718,5000000,TRX140500656,2026-06-02 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
657,سارا,طاهری,8436851927,شماره کارت,5022290708178926,60000000,TRX140500657,2026-06-03 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
658,پرهام,کمالی,6401181907,شماره کارت,6219862971791345,40000000,TRX140500658,2026-06-21 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
659,روناک,یوسفی,7751194413,شماره کارت,6037707521065353,25000000,TRX140500659,2026-06-12 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
660,پرهام,قاسمی,5948361578,شماره کارت,6104331210309218,12000000,TRX140500660,2026-06-19 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
661,مریم,بهشتی,8217741336,شماره کارت,6037703630038795,30000000,TRX140500661,2026-06-01 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
662,فاطمه,نوری,7108798913,شماره کارت,6276485536128108,5000000,TRX140500662,2026-06-17 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
663,رضا,ابراهیمی,7788203122,شماره کارت,6279615662838644,35000000,TRX140500663,2026-06-01 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
664,شادی,موسوی,1296038513,شماره کارت,6276487751391742,20000000,TRX140500664,2026-06-06 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
665,بهاره,مرادی,4352500127,شماره حساب,86378251875427,50000000,TRX140500665,2026-06-20 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
666,رضا,بهرامی,9385471309,شماره حساب,4785588908300635,30000000,TRX140500666,2026-06-27 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
667,حامد,محمدی,2084973163,شماره حساب,2491844367529799,5000000,TRX140500667,2026-06-04 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
668,پرهام,معصومی,4849261868,شماره حساب,0561649540078671,10000000,TRX140500668,2026-06-17 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
669,بهاره,نجفی,4757055277,شماره کارت,6277607098792018,30000000,TRX140500669,2026-06-08 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
670,مینا,رحیمی,9811977593,شماره کارت,6104331586836380,75000000,TRX140500670,2026-06-27 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
671,امیر,محمدی,8740542297,شماره کارت,6279613185245942,20000000,TRX140500671,2026-06-18 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
672,حسین,صادقی,0950349291,شماره کارت,6279617813297530,12000000,TRX140500672,2026-06-22 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
673,مینا,صادقی,2453754653,شماره حساب,280475174445701518,75000000,TRX140500673,2026-06-03 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
674,امیر,اسماعیلی,2290357472,شماره کارت,6393460613568458,5000000,TRX140500674,2026-06-20 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
675,علی,بهرامی,1493598309,شماره کارت,6393460109283216,80000000,TRX140500675,2026-06-22 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
676,بهاره,رحیمی,9372887031,شماره کارت,6393464744215518,50000000,TRX140500676,2026-06-11 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
677,لیلا,فلاحی,4251612981,شماره حساب,993296508150849525,50000000,TRX140500677,2026-06-16 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
678,پرهام,اکبری,3400187471,شماره کارت,6393460943034379,100000000,TRX140500678,2026-06-02 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
679,نگار,بهشتی,0149316933,شماره کارت,6104338802754289,75000000,TRX140500679,2026-06-27 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
680,یگانه,قاسمی,3265860302,شماره کارت,6393460554092658,75000000,TRX140500680,2026-06-23 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
681,فاطمه,قاسمی,7548619464,شماره حساب,95246030050051,7500000,TRX140500681,2026-06-16 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
682,پرهام,حاتمی,4117023896,شماره حساب,0641078679833290,100000000,TRX140500682,2026-06-23 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
683,فاطمه,حاتمی,4518594819,شماره حساب,00231928232660,30000000,TRX140500683,2026-06-12 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
684,امیر,اکبری,8165244256,شماره حساب,3085431727955066,40000000,TRX140500684,2026-06-22 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
685,روناک,اکبری,4707153143,شماره کارت,5892104627683147,5000000,TRX140500685,2026-06-24 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
686,یگانه,حاتمی,8584121722,شماره کارت,6037998503759234,80000000,TRX140500686,2026-06-14 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
687,سینا,صادقی,0871941724,شماره کارت,5022291995807367,30000000,TRX140500687,2026-06-01 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
688,دانیال,طاهری,2115580575,شماره حساب,519075759826676178,25000000,TRX140500688,2026-06-16 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
689,لیلا,عباسی,8739089231,شماره کارت,6393466443650689,20000000,TRX140500689,2026-06-16 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
690,نرگس,سلیمانی,8295363875,شماره کارت,6037703476253219,60000000,TRX140500690,2026-06-03 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
691,حسین,حسینی,9056245120,شماره حساب,125212327440350423,60000000,TRX140500691,2026-06-10 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
692,بهاره,نجفی,3543257730,شماره کارت,6277608874458469,10000000,TRX140500692,2026-06-11 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
693,یگانه,رحیمی,7846548247,شماره حساب,96783320593543,80000000,TRX140500693,2026-06-25 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
694,مینا,مرادی,2155636113,شماره حساب,074889619587259606,75000000,TRX140500694,2026-06-09 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
695,نوید,جعفری,2371602302,شماره حساب,7602507940026462,40000000,TRX140500695,2026-06-10 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
696,حامد,صادقی,1025241071,شماره کارت,5022295567064349,20000000,TRX140500696,2026-06-21 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
697,سعید,مرادی,8075635949,شماره کارت,5892101693379378,30000000,TRX140500697,2026-06-01 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
698,الهام,حاتمی,2569284084,شماره حساب,443878183465184992,50000000,TRX140500698,2026-06-05 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
699,مینا,اسماعیلی,8911913227,شماره حساب,036021883634611659,50000000,TRX140500699,2026-06-02 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
700,نوید,موسوی,2917578262,شماره کارت,6393466114251965,40000000,TRX140500700,2026-06-07 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
701,نوید,عباسی,1720144486,شماره کارت,6393464442971990,60000000,TRX140500701,2026-06-11 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
702,لیلا,قاسمی,9522164313,شماره حساب,602713306301049392,25000000,TRX140500702,2026-06-05 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
703,زهرا,موسوی,2841957675,شماره کارت,5022293475633107,25000000,TRX140500703,2026-06-10 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
704,دانیال,باقری,8847843812,شماره حساب,20114040402509,75000000,TRX140500704,2026-06-20 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
705,حامد,بهرامی,3972052944,شماره حساب,1452531272256563,20000000,TRX140500705,2026-06-07 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
706,مهدی,احمدی,3365878920,شماره کارت,5892107820841503,25000000,TRX140500706,2026-06-24 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
707,علی,یوسفی,5149313920,شماره حساب,92392806238532,10000000,TRX140500707,2026-06-01 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
708,یگانه,نجفی,6576398522,شماره کارت,6276486176424401,50000000,TRX140500708,2026-06-03 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
709,حامد,حسینی,9327085523,شماره کارت,6279616272480652,7500000,TRX140500709,2026-06-22 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
710,فرهاد,یوسفی,9140168816,شماره کارت,6219862888701072,50000000,TRX140500710,2026-06-11 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
711,محمد,عباسی,4035512044,شماره کارت,5892107121439312,20000000,TRX140500711,2026-06-17 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
712,فرهاد,احمدی,4116307645,شماره کارت,6276482267243719,7500000,TRX140500712,2026-06-17 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
713,سارا,ابراهیمی,6135924907,شماره کارت,6279611278782698,50000000,TRX140500713,2026-06-02 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
714,فرهاد,صادقی,0682924059,شماره کارت,6277604251895779,40000000,TRX140500714,2026-06-22 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
715,بهاره,صادقی,2146935693,شماره کارت,6279615407012539,15000000,TRX140500715,2026-06-02 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
716,فاطمه,باقری,9005392861,شماره کارت,6037700475965231,100000000,TRX140500716,2026-06-28 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
717,محمد,مرادی,8704729196,شماره کارت,5022292796904809,100000000,TRX140500717,2026-06-25 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
718,سمیه,احمدی,9475337016,شماره کارت,6037708199536345,12000000,TRX140500718,2026-06-26 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
719,نوید,فلاحی,8228348231,شماره کارت,5022295567556005,50000000,TRX140500719,2026-06-21 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
720,نگار,کاظمی,1208865781,شماره کارت,6276489362404963,75000000,TRX140500720,2026-06-26 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
721,الهام,نوری,6458451946,شماره کارت,5892106974299096,30000000,TRX140500721,2026-06-19 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
722,سعید,کمالی,7901822961,شماره کارت,6277600472442854,60000000,TRX140500722,2026-06-15 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
723,حامد,بهرامی,0053373944,شماره حساب,2284634476915235,30000000,TRX140500723,2026-06-04 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
724,رضا,موسوی,1246615061,شماره حساب,89564006553925,15000000,TRX140500724,2026-06-15 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
725,زهرا,رضایی,0488967066,شماره کارت,6279619858908419,100000000,TRX140500725,2026-06-13 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
726,مریم,ابراهیمی,9175232448,شماره کارت,6219866628036830,100000000,TRX140500726,2026-06-16 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
727,امیر,جعفری,7919066271,شماره کارت,5892109115535170,100000000,TRX140500727,2026-06-22 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
728,نرگس,حاتمی,5602130128,شماره کارت,6277604029991934,80000000,TRX140500728,2026-06-05 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
729,بهاره,ملکی,4196228348,شماره کارت,6279611514367916,15000000,TRX140500729,2026-06-03 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
730,مهدی,کاظمی,2603475541,شماره حساب,5955453980359677,25000000,TRX140500730,2026-06-21 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
731,علی,قاسمی,3288155060,شماره کارت,6393462114161155,15000000,TRX140500731,2026-06-20 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
732,امیر,رحیمی,6048670117,شماره حساب,03011589390954,50000000,TRX140500732,2026-06-03 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
733,رضا,محمدی,0985574755,شماره کارت,6276485396072735,7500000,TRX140500733,2026-06-27 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
734,امیر,طاهری,4188044055,شماره کارت,6104334640832007,80000000,TRX140500734,2026-06-16 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
735,علی,بهرامی,2415633437,شماره حساب,233075936464334547,15000000,TRX140500735,2026-06-19 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
736,آرمان,اسماعیلی,2884352791,شماره کارت,6037991977297120,75000000,TRX140500736,2026-06-07 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
737,امیر,ملکی,1217496513,شماره حساب,072225604361375494,5000000,TRX140500737,2026-06-16 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
738,بهاره,اسماعیلی,2945885581,شماره حساب,3444266535725005,75000000,TRX140500738,2026-06-27 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
739,حسین,فلاحی,3768860892,شماره کارت,5022299732885372,100000000,TRX140500739,2026-06-10 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
740,فرهاد,عباسی,5344922299,شماره کارت,6393468849477048,30000000,TRX140500740,2026-06-13 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
741,فاطمه,فلاحی,7601983544,شماره حساب,0047102833759904,35000000,TRX140500741,2026-06-21 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
742,کیان,نجفی,8758480463,شماره کارت,6279619452438383,80000000,TRX140500742,2026-06-28 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
743,حسین,احمدی,3357989859,شماره کارت,6393462120535434,60000000,TRX140500743,2026-06-06 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
744,آرمان,احمدی,7970761283,شماره کارت,5022294551984620,40000000,TRX140500744,2026-06-13 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
745,نگار,مرادی,1194778534,شماره کارت,5022294431655408,80000000,TRX140500745,2026-06-10 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
746,حامد,معصومی,6179839670,شماره کارت,6393466643132819,25000000,TRX140500746,2026-06-14 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
747,فاطمه,اکبری,3989017209,شماره کارت,5022299742395263,12000000,TRX140500747,2026-06-25 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
748,فاطمه,حاتمی,8362981199,شماره کارت,5892103841455365,12000000,TRX140500748,2026-06-03 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
749,سمیه,معصومی,1107775213,شماره کارت,6037706517826323,60000000,TRX140500749,2026-06-22 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
750,رضا,بهشتی,7557850483,شماره کارت,5022298786892193,15000000,TRX140500750,2026-06-21 00:00:00,داده آزمایشی ساختگی برای تست تحلیل فایل بانکی
